CardNumber,Department,postDate,transDate,Time,Merchant,DriverID,Units,UnitCost,fuelCost,nonFuelCost,GrossCost,netCost
0247 - 1,CMATL,10/18/2021,10/14/2021,9:41:00 AM,RACEWAY,4059,12.094,$2.98 ,$36.03 ,$0.00 ,$36.03 ,$36.03 
0280 - 1,CMATL,10/18/2021,10/14/2021,12:35:00 PM,EXXONMOB,1445,10.585,$3.10 ,$32.80 ,$0.00 ,$32.80 ,$32.80 
0281 - 1,CMATL,10/18/2021,10/14/2021,12:37:00 PM,EXXONMOB,7679,19.315,$3.10 ,$59.86 ,$0.00 ,$59.86 ,$59.86 
0146 - 3,CMATL,10/19/2021,10/14/2021,12:29:58 PM,QUIKTRIP,9357,16.881,$2.98 ,$50.29 ,$0.00 ,$50.29 ,$50.29 
0223 - 2,COOLPRES,10/18/2021,10/14/2021,12:26:00 PM,SHELL,110467,8.19,$3.16 ,$25.88 ,$0.00 ,$25.88 ,$25.88 
0224 - 2,COOLPRES,10/18/2021,10/14/2021,8:36:00 AM,BP,110360,7.804,$3.14 ,$24.50 ,$0.00 ,$24.50 ,$24.50 
0227 - 1,COOLPRES,10/18/2021,10/14/2021,1:25:00 PM,UNBRANDED,113859,19.054,$3.15 ,$60.00 ,$0.00 ,$60.00 ,$60.00 
0118 - 2,WHHRCHMN,10/18/2021,10/14/2021,1:08:00 PM,WAWA,990495,12.194,$3.20 ,$39.01 ,$0.00 ,$39.01 ,$39.01 
0119 - 1,WHHRCHMN,10/18/2021,10/14/2021,12:21:00 PM,DIAMOND,93093,12.875,$3.20 ,$41.19 ,$0.00 ,$41.19 ,$41.19 
0116 - 1,WHHRCHMN,10/19/2021,10/14/2021,1:32:57 PM,MAPCO EXP,608591,10.157,$3.00 ,$30.46 ,$0.00 ,$30.46 ,$30.46 
0185 - 1,CMTWATER,10/18/2021,10/14/2021,4:10:52 PM,IRVING,801164,22.626,$3.36 ,$76.00 ,$0.00 ,$76.00 ,$76.00 
0233 - 1,CMTELLS,10/18/2021,10/14/2021,10:08:43 AM,CIRCLE K,802357,22.431,$3.30 ,$74.00 ,$0.00 ,$74.00 ,$74.00 
0150 - 1,RIVERSID,10/18/2021,10/14/2021,5:30:00 AM,SHELL,106861,11.49,$2.98 ,$34.24 ,$0.00 ,$34.24 ,$34.24 
0172 - 1,RIVERSID,10/18/2021,10/14/2021,2:00:23 PM,SPEEDWAY,102536,6.177,$2.95 ,$18.22 ,$0.00 ,$18.22 ,$18.22 
0289 - 1,RIVERSID,10/18/2021,10/14/2021,9:33:12 AM,KROGER,102838,21.613,$2.90 ,$62.66 ,($0.65),$62.01 ,$62.66 
0214 - 4,PALEX,10/18/2021,10/14/2021,8:20:15 AM,CIRCLE K,501864,11.828,$3.07 ,$36.30 ,$0.00 ,$36.30 ,$36.30 
0317 - 1,PALEX,10/18/2021,10/14/2021,10:07:43 AM,SPEEDWAY,509464,11.939,$3.10 ,$37.00 ,$0.00 ,$37.00 ,$37.00 
0165 - 1,RMBEAU,10/18/2021,10/14/2021,4:05:00 PM,BP,205315,22.369,$3.36 ,$75.14 ,$0.00 ,$75.14 ,$75.14 
0256 - 1,RMBEAU,10/18/2021,10/14/2021,11:17:00 AM,BP,203964,19.522,$3.95 ,$77.09 ,$0.00 ,$77.09 ,$77.09 
0100 - 1,RMMYRTLE,10/18/2021,10/14/2021,9:14:19 AM,CIRCLE K,205253,23.004,$3.10 ,$71.29 ,$0.00 ,$71.29 ,$71.29 
0284 - 1,RMMYRTLE,10/18/2021,10/14/2021,3:48:26 PM,SPEEDWAY,201791,17.925,$3.10 ,$55.55 ,$0.00 ,$55.55 ,$55.55 
0193 - 2,RMCHARL,10/19/2021,10/14/2021,6:58:33 PM,QUIKTRIP,207134,23.292,$3.10 ,$72.18 ,$0.00 ,$72.18 ,$72.18 
0293 - 1,PAWILDER,10/19/2021,10/14/2021,10:20:50 AM,UNBRANDED,504253,15.437,$3.14 ,$48.46 ,$0.00 ,$48.46 ,$48.46 
0069 - 1,PAINDY,10/18/2021,10/14/2021,2:18:39 PM,MARATHON,501580,21.76,$3.03 ,$65.91 ,$0.00 ,$65.91 ,$65.91 
0166 - 1,PAINDY,10/18/2021,10/14/2021,1:46:59 PM,PHILL 66,506697,10.751,$3.26 ,$35.04 ,$0.00 ,$35.04 ,$35.04 
0168 - 1,PAINDY,10/18/2021,10/14/2021,1:54:37 PM,SPEEDWAY,501627,19.418,$3.40 ,$66.00 ,$0.00 ,$66.00 ,$66.00 
0055 - 1,LOPADU,10/18/2021,10/14/2021,1:26:38 PM,MARATHON,408156,11.221,$3.12 ,$35.00 ,$0.00 ,$35.00 ,$35.00 
0258 - 2,LOPADU,10/18/2021,10/14/2021,1:25:00 PM,MURPHY USA,403215,11.305,$2.92 ,$33.00 ,$0.00 ,$33.00 ,$33.00 
0264 - 1,LOPADU,10/18/2021,10/14/2021,2:05:11 PM,MARATHON,402539,7.1,$3.12 ,$22.14 ,$0.00 ,$22.14 ,$22.14 
0050 - 1,LOMURR,10/18/2021,10/14/2021,2:28:00 PM,SHELL,403236,8.76,$3.00 ,$26.28 ,$0.00 ,$26.28 ,$26.28 
0160 - 1,LOMURR,10/18/2021,10/14/2021,9:51:00 AM,SHELL,400752,12.07,$2.98 ,$35.97 ,$0.00 ,$35.97 ,$35.97 
0190 - 1,PAWILDER,10/19/2021,10/14/2021,4:46:09 PM,UNBRANDED,503946,22.709,$3.14 ,$71.28 ,$0.00 ,$71.28 ,$71.28 
0035 - 1,CMATHENS,10/18/2021,10/14/2021,11:58:00 AM,RACETRAC,8121,9.801,$2.93 ,$28.71 ,$0.00 ,$28.71 ,$28.71 
0181 - 1,CMATHENS,10/18/2021,10/14/2021,12:31:52 PM,CHVRNWF,7088,18.744,$3.49 ,$65.40 ,$0.00 ,$65.40 ,$65.40 
0241 - 1,CMATHENS,10/18/2021,10/14/2021,10:18:00 AM,RACETRAC,2178,20.248,$2.98 ,$60.32 ,$0.00 ,$60.32 ,$60.32 
0297 - 1,CMATHENS,10/18/2021,10/14/2021,3:04:26 PM,PILOT,8581,21.089,$3.23 ,$68.10 ,$0.00 ,$68.10 ,$68.10 
0046 - 2,CMATHENS,10/19/2021,10/14/2021,4:39:37 PM,QUIKTRIP,204736,13.231,$3.10 ,$41.00 ,$0.00 ,$41.00 ,$41.00 
0260 - 1,CMATHENS,10/19/2021,10/14/2021,12:18:00 PM,EXXONMOB,8239,11.739,$3.05 ,$35.79 ,$0.00 ,$35.79 ,$35.79 
0261 - 1,BBGREEN,10/18/2021,10/14/2021,8:00:00 AM,INDEPENDENT,302626,22.294,$3.10 ,$69.09 ,$0.00 ,$69.09 ,$69.09 
0294 - 1,CMSAV,10/19/2021,10/14/2021,4:43:00 PM,UNBRANDED,204558,23.177,$3.10 ,$71.83 ,$0.00 ,$71.83 ,$71.83 
0026 - 1,CMCP,10/19/2021,10/14/2021,12:35:29 PM,QUIKTRIP,3176,11.784,$2.98 ,$35.10 ,$0.00 ,$35.10 ,$35.10 
0029 - 6,CMCP,10/19/2021,10/14/2021,1:49:25 PM,QUIKTRIP,8908,12.981,$3.35 ,$43.47 ,$0.00 ,$43.47 ,$43.47 
0001 - 1,BBPORT,10/18/2021,10/14/2021,1:08:38 PM,LAMPRON IRVING,309846,16.37,$3.30 ,$54.00 ,$0.00 ,$54.00 ,$54.00 
0011 - 1,BBPORT,10/18/2021,10/14/2021,3:10:56 PM,CITGO,304274,13.96,$3.26 ,$45.50 ,$0.00 ,$45.50 ,$45.50 
0249 - 1,BBPORT,10/18/2021,10/14/2021,3:10:04 PM,CIRCLE K,302957,10.532,$3.22 ,$33.90 ,$0.00 ,$33.90 ,$33.90 
0104 - 1,RMDUNCAN,10/18/2021,10/14/2021,7:52:00 AM,SHELL,209493,10.6,$3.02 ,$32.00 ,$0.00 ,$32.00 ,$32.00 
0192 - 2,RMDUNCAN,10/18/2021,10/14/2021,5:17:58 PM,CIRCLE K,203290,21.534,$3.13 ,$67.38 ,$0.00 ,$67.38 ,$67.38 
0263 - 1,RMDUNCAN,10/19/2021,10/14/2021,10:17:33 AM,QUIKTRIP,206672,18.264,$3.10 ,$56.60 ,$0.00 ,$56.60 ,$56.60 
0176 - 2,BB,10/18/2021,10/14/2021,1:05:00 PM,SHELL,302266,12.79,$3.35 ,$42.86 ,$0.00 ,$42.86 ,$42.86 
0220 - 1,UNASSIGNED,10/18/2021,10/14/2021,10:46:00 AM,UNBRANDED,308828,13.164,$3.10 ,$40.80 ,$0.00 ,$40.80 ,$40.80 
0298 - 1,UNASSIGNED,10/18/2021,10/14/2021,3:28:00 PM,SPINX,209782,9.267,$3.40 ,$31.50 ,$9.00 ,$40.50 ,$31.50 
0014 - 1,BBPORT,10/15/2021,10/13/2021,11:38:45 AM,CIRCLE K,309442,21.745,$3.30 ,$71.74 ,$0.00 ,$71.74 ,$71.74 
0194 - 1,RMDUNCAN,10/15/2021,10/13/2021,4:20:27 PM,QUIKTRIP,203632,21.941,$3.10 ,$68.00 ,$0.00 ,$68.00 ,$68.00 
0246 - 1,RMDUNCAN,10/18/2021,10/13/2021,12:47:38 PM,QUIKTRIP,201502,21.62,$3.10 ,$67.00 ,$0.00 ,$67.00 ,$67.00 
0217 - 1,UNASSIGNED,10/15/2021,10/13/2021,10:45:52 AM,CIRCLE K,121392,17.643,$3.30 ,$58.20 ,$0.00 ,$58.20 ,$58.20 
0218 - 1,UNASSIGNED,10/15/2021,10/13/2021,3:56:00 PM,SHELL,124466,18.91,$3.30 ,$62.40 ,$0.00 ,$62.40 ,$62.40 
0219 - 1,UNASSIGNED,10/15/2021,10/13/2021,5:04:00 PM,SHELL,129000,21.47,$3.40 ,$73.00 ,$0.00 ,$73.00 ,$73.00 
0298 - 1,UNASSIGNED,10/15/2021,10/13/2021,10:30:03 AM,SPEEDWAY,209782,18.509,$3.30 ,$61.06 ,$0.00 ,$61.06 ,$61.06 
0298 - 1,UNASSIGNED,10/15/2021,10/13/2021,6:51:00 PM,SPINX,209782,9.023,$3.40 ,$30.67 ,$0.00 ,$30.67 ,$30.67 
0178 - 1,CM,10/15/2021,10/13/2021,1:56:00 PM,SHELL,7112,10.47,$3.13 ,$32.77 ,$0.00 ,$32.77 ,$32.77 
0174 - 2,LO,10/15/2021,10/13/2021,1:12:29 PM,MARATHON,403564,8.683,$3.06 ,$26.56 ,$0.00 ,$26.56 ,$26.56 
0308 - 1,CPOPARAG,10/15/2021,10/13/2021,2:05:00 PM,EXXONMOB,165491,10.316,$3.00 ,$30.94 ,$0.00 ,$30.94 ,$30.94 
0312 - 1,CPOSENAT,10/15/2021,10/13/2021,6:35:44 PM,KUM & GO,162329,10.103,$2.97 ,$30.00 ,$0.00 ,$30.00 ,$30.00 
0315 - 1,CPOSENAT,10/18/2021,10/13/2021,8:58:29 AM,UNBRANDED,162966,12.772,$3.00 ,$38.30 ,$0.00 ,$38.30 ,$38.30 
0267 - 1,MMEJACKS,10/15/2021,10/13/2021,9:02:12 AM,GATE,147657,20.989,$3.14 ,$65.88 ,$0.00 ,$65.88 ,$65.88 
0268 - 1,MMEJACKS,10/15/2021,10/13/2021,7:59:00 PM,BP,147034,15.729,$3.10 ,$48.74 ,$0.00 ,$48.74 ,$48.74 
0269 - 1,MMEJACKS,10/15/2021,10/13/2021,2:00:00 PM,SHELL,29057,12.31,$3.16 ,$38.91 ,$0.00 ,$38.91 ,$38.91 
0272 - 1,MMEJACKS,10/15/2021,10/13/2021,2:42:00 PM,SHELL,145665,22.53,$3.20 ,$72.10 ,$0.00 ,$72.10 ,$72.10 
0273 - 1,MMEJACKS,10/15/2021,10/13/2021,3:11:52 PM,GATE,145531,23.629,$3.10 ,$73.23 ,$0.00 ,$73.23 ,$73.23 
0266 - 2,MMEJACKS,10/14/2021,10/13/2021,9:16:50 AM,7-ELEVEN,143795,9.98,$3.15 ,$31.43 ,$0.00 ,$31.43 ,$31.43 
0274 - 1,MMEJACK,10/15/2021,10/13/2021,6:20:00 PM,SHELL,142129,18.68,$3.69 ,$68.94 ,$0.00 ,$68.94 ,$68.94 
0302 - 1,MSPCORIN,10/15/2021,10/13/2021,9:08:11 AM,KROGER,158638,18.65,$2.84 ,$52.95 ,$0.00 ,$52.95 ,$52.95 
0303 - 1,MSPCORIN,10/15/2021,10/13/2021,9:08:03 AM,KROGER,159744,21.274,$2.84 ,$60.40 ,$0.00 ,$60.40 ,$60.40 
0278 - 1,MSPNEWAL,10/15/2021,10/13/2021,10:31:00 AM,SHELL,156272,10.82,$2.90 ,$31.39 ,$0.00 ,$31.39 ,$31.39 
0236 - 1,COOLPIKE,10/15/2021,10/13/2021,3:36:00 PM,UNBRANDED,122210,12.754,$3.13 ,$39.91 ,$0.00 ,$39.91 ,$39.91 
0226 - 1,COOLHAZA,10/15/2021,10/13/2021,10:23:00 AM,EXXONMOB,118847,10.305,$3.30 ,$34.00 ,$0.00 ,$34.00 ,$34.00 
0231 - 1,COOLLEXI,10/15/2021,10/13/2021,4:41:00 PM,DIAMOND,503672,21.647,$3.14 ,$67.95 ,$0.00 ,$67.95 ,$67.95 
0232 - 1,COOLLEXI,10/15/2021,10/13/2021,11:25:23 AM,MARATHON,118137,16.194,$3.14 ,$50.83 ,$0.00 ,$50.83 ,$50.83 
0229 - 1,COOLLOUI,10/18/2021,10/13/2021,10:37:53 AM,UNBRANDED,119344,8.759,$3.07 ,$26.88 ,$0.00 ,$26.88 ,$26.88 
0235 - 2,COOLNORT,10/15/2021,10/13/2021,8:32:00 AM,MURPHY USA,113038,11.293,$3.10 ,$35.00 ,$0.00 ,$35.00 ,$35.00 
0280 - 1,CMATL,10/15/2021,10/13/2021,8:26:00 AM,BRANDED,7679,13.608,$2.98 ,$40.54 ,$0.00 ,$40.54 ,$40.54 
0145 - 2,CMATL,10/18/2021,10/13/2021,11:52:23 AM,QUIKTRIP,1731,14.774,$2.99 ,$44.16 ,$0.00 ,$44.16 ,$44.16 
0146 - 3,CMATL,10/18/2021,10/13/2021,12:07:05 PM,QUIKTRIP,9357,23.908,$2.98 ,$71.22 ,$0.00 ,$71.22 ,$71.22 
0283 - 1,RMCOLUMB,10/15/2021,10/13/2021,10:14:00 AM,SHELL,206682,22.32,$3.45 ,$77.00 ,$0.00 ,$77.00 ,$77.00 
0283 - 1,RMCOLUMB,10/15/2021,10/13/2021,9:32:00 PM,SHELL,206682,21.43,$3.36 ,$72.00 ,$0.00 ,$72.00 ,$72.00 
0223 - 2,COOLPRES,10/15/2021,10/13/2021,11:01:00 AM,SHELL,110467,6.72,$3.15 ,$21.16 ,$0.00 ,$21.16 ,$21.16 
0227 - 1,COOLPRES,10/15/2021,10/13/2021,9:01:26 AM,SPEEDWAY,113859,23.631,$3.09 ,$73.00 ,$0.00 ,$73.00 ,$73.00 
0328 - 1,WHHRCHMN,10/15/2021,10/13/2021,9:24:00 AM,WAWA,29534,8.369,$3.00 ,$25.10 ,$0.00 ,$25.10 ,$25.10 
0112 - 1,WHHRCHMN,10/15/2021,10/13/2021,6:57:16 PM,MANAGER,602259,11.501,$2.90 ,$33.34 ,$0.00 ,$33.34 ,$33.34 
0116 - 1,WHHRCHMN,10/15/2021,10/13/2021,2:37:00 PM,BP,608591,6.881,$3.20 ,$22.01 ,$0.00 ,$22.01 ,$22.01 
0185 - 1,CMTWATER,10/15/2021,10/13/2021,11:42:05 AM,CIRCLE K,801164,22.432,$3.30 ,$74.00 ,$0.00 ,$74.00 ,$74.00 
0172 - 1,RIVERSID,10/15/2021,10/13/2021,1:53:18 PM,SPEEDWAY,102536,7.601,$2.95 ,$22.42 ,$0.00 ,$22.42 ,$22.42 
0317 - 1,PALEX,10/15/2021,10/13/2021,7:00:57 AM,SPEEDWAY,509464,11.67,$3.00 ,$35.00 ,$0.00 ,$35.00 ,$35.00 
0074 - 1,PALEX,10/15/2021,10/13/2021,8:02:52 PM,SPEEDWAY,507824,27.224,$3.16 ,$86.00 ,$0.00 ,$86.00 ,$86.00 
0165 - 1,RMBEAU,10/15/2021,10/13/2021,12:16:18 PM,CIRCLE K,205315,18.791,$3.00 ,$56.35 ,$0.00 ,$56.35 ,$56.35 
0239 - 1,RMBEAU,10/18/2021,10/13/2021,1:35:51 PM,QUIKTRIP,203757,11.488,$3.10 ,$35.60 ,$0.00 ,$35.60 ,$35.60 
0284 - 1,RMMYRTLE,10/15/2021,10/13/2021,1:07:00 PM,EXXONMOB,201791,23.758,$3.20 ,$76.00 ,$0.00 ,$76.00 ,$76.00 
0171 - 3,RMCHARL,10/15/2021,10/13/2021,4:49:00 PM,SPINX,209555,11.326,$3.10 ,$35.10 ,$0.00 ,$35.10 ,$35.10 
0193 - 2,RMCHARL,10/18/2021,10/13/2021,1:29:10 PM,QUIKTRIP,207134,14.823,$3.10 ,$45.94 ,$0.00 ,$45.94 ,$45.94 
0168 - 1,PAINDY,10/15/2021,10/13/2021,2:31:07 PM,SPEEDWAY,501627,22.919,$3.23 ,$74.01 ,$0.00 ,$74.01 ,$74.01 
0169 - 1,PAINDY,10/15/2021,10/13/2021,9:15:41 AM,SPEEDWAY,501674,18.36,$3.27 ,$60.02 ,$0.00 ,$60.02 ,$60.02 
0129 - 1,LOPADU,10/15/2021,10/13/2021,10:29:00 AM,HUCKS,403464,18.264,$2.98 ,$54.41 ,$0.00 ,$54.41 ,$54.41 
0130 - 1,LOPADU,10/15/2021,10/13/2021,1:51:48 PM,MARATHON,406005,17.341,$3.00 ,$52.01 ,$0.00 ,$52.01 ,$52.01 
0258 - 2,LOPADU,10/15/2021,10/13/2021,7:29:00 AM,MURPHY USA,403215,9.221,$2.93 ,$27.01 ,$0.00 ,$27.01 ,$27.01 
0264 - 1,LOPADU,10/15/2021,10/13/2021,11:14:23 AM,MARATHON,402539,8.349,$3.12 ,$26.04 ,$0.00 ,$26.04 ,$26.04 
0290 - 1,LOPADU,10/15/2021,10/13/2021,6:16:16 PM,MARATHON,403213,23.626,$2.96 ,$69.91 ,$0.00 ,$69.91 ,$69.91 
0050 - 1,LOMURR,10/15/2021,10/13/2021,11:16:00 AM,HUCKS,403236,10.681,$2.98 ,$31.82 ,$0.00 ,$31.82 ,$31.82 
0326 - 1,PAWILDER,10/15/2021,10/13/2021,7:23:34 AM,SPEEDWAY,503910,9.054,$3.30 ,$29.87 ,$0.00 ,$29.87 ,$29.87 
0061 - 1,PAWILDER,10/15/2021,10/13/2021,2:06:34 PM,MARATHON,507106,16.512,$3.03 ,$50.01 ,$0.00 ,$50.01 ,$50.01 
0190 - 1,PAWILDER,10/15/2021,10/13/2021,9:11:50 AM,SPEEDWAY,503946,21.085,$3.20 ,$67.45 ,$0.00 ,$67.45 ,$67.45 
0191 - 1,PAWILDER,10/15/2021,10/13/2021,1:47:39 PM,SPEEDWAY,507519,13.124,$3.17 ,$41.59 ,$0.00 ,$41.59 ,$41.59 
0066 - 1,PAWILDER,10/18/2021,10/13/2021,3:09:25 PM,UNBRANDED,502331,13.58,$3.17 ,$43.04 ,$0.00 ,$43.04 ,$43.04 
0326 - 1,PAWILDER,10/18/2021,10/13/2021,1:06:56 PM,UNBRANDED,503910,3.586,$3.17 ,$11.36 ,$0.00 ,$11.36 ,$11.36 
0040 - 2,CMATHENS,10/15/2021,10/13/2021,6:28:03 PM,CITGO,3556,13.328,$3.10 ,$41.30 ,$0.00 ,$41.30 ,$41.30 
0253 - 1,CMATHENS,10/15/2021,10/13/2021,4:11:35 PM,7-ELEVEN,3887,11.894,$3.10 ,$36.86 ,$0.00 ,$36.86 ,$36.86 
0254 - 1,CMATHENS,10/15/2021,10/13/2021,1:53:00 PM,UNBRANDED,6411,23.785,$3.10 ,$73.71 ,$0.00 ,$73.71 ,$73.71 
0242 - 1,CMATHENS,10/18/2021,10/13/2021,10:07:25 AM,QUIKTRIP,6604,17.882,$2.98 ,$53.27 ,$0.00 ,$53.27 ,$53.27 
0055 - 1,LOPADU,10/15/2021,10/13/2021,10:03:25 AM,MARATHON,408156,8.66,$3.12 ,$27.01 ,$0.00 ,$27.01 ,$27.01 
0294 - 1,CMSAV,10/18/2021,10/13/2021,8:06:00 AM,UNBRANDED,204558,21.305,$3.15 ,$67.09 ,$0.00 ,$67.09 ,$67.09 
0183 - 2,CMGAINS,10/15/2021,10/13/2021,9:44:00 AM,EXXONMOB,7679,22.043,$3.00 ,$66.11 ,$0.00 ,$66.11 ,$66.11 
0237 - 2,CMGAINS,10/15/2021,10/13/2021,9:42:00 AM,EXXONMOB,4976,8.86,$3.10 ,$27.46 ,$0.00 ,$27.46 ,$27.46 
0262 - 1,CMGAINS,10/15/2021,10/13/2021,1:18:00 PM,RACETRAC,6426,19.13,$2.98 ,$56.99 ,$0.00 ,$56.99 ,$56.99 
0161 - 1,WHH,10/15/2021,10/13/2021,11:43:00 AM,SUNOCO,603252,16.118,$3.20 ,$51.56 ,$0.00 ,$51.56 ,$51.56 
0001 - 1,BBPORT,10/15/2021,10/13/2021,11:23:08 AM,IRVING,309846,19.333,$3.40 ,$65.71 ,$0.00 ,$65.71 ,$65.71 
0007 - 4,BBPORT,10/15/2021,10/13/2021,1:06:24 PM,CIRCLE K,306430,14.576,$3.30 ,$48.09 ,$0.00 ,$48.09 ,$48.09 
0026 - 1,CMCP,10/14/2021,10/12/2021,10:23:00 AM,BP,3176,9.319,$3.18 ,$29.63 ,$0.00 ,$29.63 ,$29.63 
0237 - 2,CMGAINS,10/15/2021,10/12/2021,8:56:00 AM,EXXONMOB,4976,8.787,$2.93 ,$25.74 ,$0.00 ,$25.74 ,$25.74 
0174 - 2,LO,10/14/2021,10/12/2021,12:55:00 PM,HUCKS,403564,8.887,$3.04 ,$27.01 ,$0.00 ,$27.01 ,$27.01 
0296 - 1,PA,10/14/2021,10/12/2021,1:52:08 PM,MARATHON,406635,22.752,$2.99 ,$68.01 ,$0.00 ,$68.01 ,$68.01 
0263 - 1,RMDUNCAN,10/15/2021,10/12/2021,9:46:12 AM,QUIKTRIP,206672,21.722,$2.98 ,$64.71 ,$0.00 ,$64.71 ,$64.71 
0291 - 1,BB,10/15/2021,10/12/2021,1:58:41 PM,CIRCLE K,309522,14.129,$3.30 ,$46.61 ,$0.00 ,$46.61 ,$46.61 
0176 - 2,BB,10/14/2021,10/12/2021,9:03:00 AM,SUNOCO,302266,10.006,$3.20 ,$32.01 ,$0.00 ,$32.01 ,$32.01 
0220 - 1,UNASSIGNED,10/14/2021,10/12/2021,4:00:42 PM,CITGO,308828,12.611,$3.25 ,$40.97 ,$0.00 ,$40.97 ,$40.97 
0277 - 1,UNASSIGNED,10/14/2021,10/12/2021,7:59:00 AM,SHELL,504657,11.56,$3.10 ,$35.83 ,$0.00 ,$35.83 ,$35.83 
0250 - 1,CM,10/15/2021,10/12/2021,12:37:21 PM,CIRCLE K,805334,11.929,$3.27 ,$39.00 ,$0.00 ,$39.00 ,$39.00 
0178 - 1,CM,10/14/2021,10/12/2021,9:02:00 AM,BRANDED,7112,10.043,$2.98 ,$29.92 ,$0.00 ,$29.92 ,$29.92 
0251 - 1,CM,10/14/2021,10/12/2021,10:35:18 AM,MARATHON,9485,18.87,$3.04 ,$57.35 ,$0.00 ,$57.35 ,$57.35 
0278 - 1,MSPNEWAL,10/14/2021,10/12/2021,2:03:00 PM,DIAMOND,150948,20.006,$2.90 ,$58.00 ,$0.00 ,$58.00 ,$58.00 
0306 - 1,CPOPARAG,10/15/2021,10/12/2021,5:39:55 PM,UNBRANDED,163379,10.765,$3.00 ,$32.28 ,$0.00 ,$32.28 ,$32.28 
0308 - 1,CPOPARAG,10/15/2021,10/12/2021,9:01:43 AM,UNBRANDED,165491,22.519,$3.02 ,$67.98 ,$0.00 ,$67.98 ,$67.98 
0313 - 1,CPOSENAT,10/15/2021,10/12/2021,2:36:36 PM,KUM & GO,163381,14.651,$2.99 ,$43.79 ,$0.00 ,$43.79 ,$43.79 
0315 - 1,CPOSENAT,10/15/2021,10/12/2021,7:41:19 AM,MFA OIL,162966,26.04,$3.00 ,$78.09 ,$0.00 ,$78.09 ,$78.09 
0312 - 1,CPOSENAT,10/15/2021,10/12/2021,8:42:23 AM,KUM & GO,162329,10.37,$2.99 ,$31.00 ,$0.00 ,$31.00 ,$31.00 
0312 - 1,CPOSENAT,10/15/2021,10/12/2021,6:40:48 PM,KUM & GO,162329,10.705,$2.99 ,$32.00 ,$0.00 ,$32.00 ,$32.00 
0311 - 1,CPOSENAT,10/14/2021,10/12/2021,11:19:00 AM,MURPHY USA,163550,16.417,$2.96 ,$48.58 ,$0.00 ,$48.58 ,$48.58 
0276 - 2,CMFAYETT,10/14/2021,10/12/2021,8:49:00 AM,EXXONMOB,7679,14.634,$3.00 ,$43.89 ,$0.00 ,$43.89 ,$43.89 
0265 - 1,SWCOLUMB,10/14/2021,10/12/2021,2:36:00 PM,BP,135899,13.346,$3.00 ,$40.02 ,$0.00 ,$40.02 ,$40.02 
0270 - 1,MMEJACKS,10/14/2021,10/12/2021,12:16:00 PM,SHELL,148657,19.87,$3.09 ,$61.39 ,$0.00 ,$61.39 ,$61.39 
0224 - 2,COOLPRES,10/14/2021,10/12/2021,5:27:00 PM,BP,110360,4.779,$3.14 ,$15.00 ,$0.00 ,$15.00 ,$15.00 
0209 - 1,COOLPIKE,10/14/2021,10/12/2021,3:51:00 PM,DIAMOND,116605,10.897,$3.10 ,$33.77 ,$0.00 ,$33.77 ,$33.77 
0228 - 1,COOLPIKE,10/14/2021,10/12/2021,12:08:00 PM,EXXONMOB,118215,22.538,$3.14 ,$70.75 ,$0.00 ,$70.75 ,$70.75 
0204 - 1,COOLHAZA,10/14/2021,10/12/2021,3:52:00 PM,SHELL,117771,17.73,$3.15 ,$55.84 ,$0.00 ,$55.84 ,$55.84 
0231 - 1,COOLLEXI,10/14/2021,10/12/2021,8:38:22 AM,SPEEDWAY,503672,22.899,$3.15 ,$72.11 ,$0.00 ,$72.11 ,$72.11 
0211 - 1,COOLLOUI,10/14/2021,10/12/2021,12:37:00 PM,BP,206597,10.479,$3.20 ,$33.52 ,$0.00 ,$33.52 ,$33.52 
0229 - 1,COOLLOUI,10/14/2021,10/12/2021,11:20:24 AM,PILOT,119344,9.589,$3.13 ,$30.00 ,$0.00 ,$30.00 ,$30.00 
0213 - 2,COOLNORT,10/14/2021,10/12/2021,10:57:00 AM,DIAMOND,118328,24.104,$3.10 ,$74.70 ,$0.00 ,$74.70 ,$74.70 
0172 - 1,RIVERSID,10/14/2021,10/12/2021,10:34:16 AM,SPEEDWAY,102536,6.073,$2.95 ,$17.91 ,$0.00 ,$17.91 ,$17.91 
0325 - 1,RIVERSID,10/14/2021,10/12/2021,5:30:00 PM,MURPHY USA,109718,8.713,$2.87 ,$25.00 ,$0.00 ,$25.00 ,$25.00 
0145 - 2,CMATL,10/15/2021,10/12/2021,10:41:31 AM,QUIKTRIP,1731,23.486,$2.98 ,$69.96 ,$0.00 ,$69.96 ,$69.96 
0146 - 3,CMATL,10/15/2021,10/12/2021,12:43:24 PM,QUIKTRIP,9357,13.915,$2.98 ,$41.45 ,$0.00 ,$41.45 ,$41.45 
0247 - 1,CMATL,10/14/2021,10/12/2021,6:06:00 PM,SHELL,4059,14.67,$3.40 ,$49.86 ,$0.00 ,$49.86 ,$49.86 
0280 - 1,CMATL,10/14/2021,10/12/2021,8:46:00 AM,EXXONMOB,7679,18.3,$3.00 ,$54.88 ,$0.00 ,$54.88 ,$54.88 
0283 - 1,RMCOLUMB,10/14/2021,10/12/2021,9:27:00 AM,SHELL,206682,24.21,$3.76 ,$91.01 ,$0.00 ,$91.01 ,$91.01 
0283 - 1,RMCOLUMB,10/14/2021,10/12/2021,1:07:00 PM,SPINX,206682,7.649,$3.40 ,$26.00 ,$12.00 ,$38.00 ,$26.00 
